Garhwali,RomanGarhwali,Hindi,English
तू आजु कौनस्यो बर्तन उतारलो?,Tu aaju kaunsyo bartan utaarlo?,आज तुमने कौन सा बर्तन उतारा?,Which pot did you remove?
मि तवा उतारलो।,Mi tawa utaarlo.,मैंने तवा उतारा।,I removed the griddle.
तू आजु कति कदम दुकान पै चल्लो?,Tu aaju kati kadam dukaan pai challo?,आज तुम दुकान तक कितने कदम चले?,How many steps did you walk to the shop?
मि पाँच सौ कदम चल्लो।,Mi paanch sau kadam challo.,मैं पाँच सौ कदम चला।,I walked five hundred steps.
तू आजु कौनस्यो पराठो बनैलो?,Tu aaju kaunsyo paratho banailo?,आज तुमने कौन सा पराठा बनाया?,Which paratha did you make today?
मि आलू पराठो बनैलो।,Mi aloo paratho banailo.,मैंने आलू पराठा बनाया।,I made potato paratha.
तू आजु कति देर खेत पै गैयो?,Tu aaju kati der khet pai gayo?,आज तुम खेत में कितनी देर गए?,How long did you spend at the field?
मि आधा घंटा गेलो।,Mi aadha ghanta gailo.,मैं आधा घंटा गया।,I stayed for half an hour.
तू आजु कौनस्यो झरना देखेलो?,Tu aaju kaunsyo jharna dekhelo?,आज तुमने कौन सा झरना देखा?,Which waterfall did you see?
मि बड़ा झरना देखेलो।,Mi bada jharna dekhelo.,मैंने बड़ा झरना देखा।,I saw a big waterfall.
तू आजु कति बार रास्तो बदललो?,Tu aaju kati baar raasto badallo?,आज तुमने रास्ता कितनी बार बदला?,How many times did you change the route?
मि दुइ बार बदललो।,Mi dui baar badallo.,मैंने दो बार बदला।,I changed it twice.
तू आजु कौनस्यो कागज लिखेलो?,Tu aaju kaunsyo kagaz likhelo?,आज तुमने कौन सा कागज़ लिखा?,Which document did you write today?
मि रिपोर्ट कागज लिखेलो।,Mi report kagaz likhelo.,मैंने रिपोर्ट लिखा।,I wrote the report.
तू आजु कति देर रसोई साफ करलो?,Tu aaju kati der rasoi saaf karlo?,आज तुमने रसोई कितनी देर साफ की?,How long did you clean the kitchen?
मि बीस मिनट साफ करलो।,Mi bees minute saaf karlo.,मैंने बीस मिनट साफ किया।,I cleaned it for twenty minutes.
तू आजु कौनस्यो धूप देखेलो?,Tu aaju kaunsyo dhoop dekhelo?,आज तुमने कैसी धूप देखी?,What sunlight did you see today?
मि हल्की धूप देखेलो।,Mi halki dhoop dekhelo.,मैंने हल्की धूप देखी।,I saw mild sunlight.
तू आज सुबर कितगा बजे उठी?,Tu aaj suber kitga baji uthi?,आज तुम सुबह कितने बजे उठे?,What time did you wake up this morning?
मि छै बजे उठू।,Mi chai baji uthoo.,मैं छह बजे उठा।,I woke up at six.
तू आज नास्ता मा क्या ख्योलि?,Tu aaj naasta ma kya khyoli?,आज तुमने नाश्ते में क्या खाया?,What did you eat for breakfast?
मि पराठा ख्योलू।,Mi paratha khyoloo.,मैंने पराठा खाया।,I ate a paratha.
तू आज कतको पानी पीलि?,Tu aaj katko pani peeli?,आज तुमने कितना पानी पिया?,How much water did you drink?
मि चार गिलास पीलू।,Mi chaar gilaas peelo.,मैंने चार गिलास पानी पिया।,I drank four glasses of water.
तू आज कितगा बेर फोन चलैलि?,Tu aaj kitga ber phone chalaili?,आज तुमने फोन कितनी देर चलाया?,How long did you use your phone today?
मि पैंतीस मिन्ट चलैलू।,Mi paintis mint chalailoo.,मैंने पैंतीस मिनट चलाया।,I used it for thirty-five minutes.
तू आज कुन ठौर घूमण गेलि?,Tu aaj kun thaur ghooman geli?,आज तुम कहाँ घूमने गए?,Where did you go today?
मि नदी काठ घूमण गेलू।,Mi nadi kaath ghooman gelo.,मैं नदी किनारे घूमने गया।,I went to the riverside.
तू आज किताब का कति पन्ना पढ़िलि?,Tu aaj kitaab ka kati panna padhili?,आज तुमने कितने पन्ने पढ़े?,How many pages did you read?
मि दस पन्ना पढ़ू।,Mi das panna padhdoo.,मैंने दस पन्ने पढ़े।,I read ten pages.
तू आज कुन काम शुरू करिलो?,Tu aaj kun kaam shuru karilo?,आज तुमने कौन सा काम शुरू किया?,What work did you start today?
मि पढ़ाई शुरू करू।,Mi padhai shuru karoo.,मैंने पढ़ाई शुरू की।,I started studying.
तू आज कितगा बेर घंटी सुनिलि?,Tu aaj kitga ber ghanti sunili?,आज तुमने कितनी बार घंटी सुनी?,How many times did you hear the bell?
